TransactionID,Date,CustomerID,ItemsPurchased,TotalAmount,StoreLocation,PaymentMethod,PurchaseCategory,DiscountApplied,TimeOfDay
1363,2024-04-01,C5601,"Pasta, Eggs, Butter, Chicken",101.04,Downtown,Cash,Clothing,False,Evening
1364,2024-11-02,C1925,"Eggs, Fruits, Vegetables, Bread, Rice",187.96,Downtown,Debit Card,Electronics,False,Morning
1365,2024-05-30,C3500,"Cheese, Bread",173.95,Downtown,Mobile Payment,Household,False,Night
1366,2024-02-06,C3843,"Chicken, Butter",118.38,Mall,Debit Card,Groceries,False,Morning
1367,2024-10-15,C3057,"Milk, Rice, Cheese, Pasta, Eggs",58.37,Mall,Mobile Payment,Books,False,Morning
1368,2024-09-30,C1156,"Eggs, Vegetables, Cheese, Rice",183.33,Suburbs,Mobile Payment,Household,True,Night
1369,2024-02-01,C8084,"Bread, Vegetables, Rice",145.91,Mall,Debit Card,Household,False,Evening
1370,2024-04-08,C9410,"Chicken, Butter, Milk, Pasta, Fruits",46.57,Downtown,Mobile Payment,Household,True,Morning
1371,2024-05-02,C8433,Chicken,81.98,Rural,Debit Card,Household,True,Afternoon
1372,2024-10-27,C5754,"Bread, Rice",94.34,Mall,Credit Card,Household,False,Morning
1373,2024-04-27,C2490,"Eggs, Bread",58.19,Rural,Cash,Groceries,True,Afternoon
1374,2024-02-03,C2823,"Vegetables, Butter",85.61,Suburbs,Cash,Books,False,Afternoon
1375,2024-06-21,C7787,"Vegetables, Milk",28.85,Mall,Mobile Payment,Electronics,False,Evening
1376,2024-07-11,C1024,Eggs,49.63,Suburbs,Mobile Payment,Books,False,Morning
1377,2024-03-20,C4436,"Fruits, Chicken",131.01,Downtown,Credit Card,Electronics,True,Night
1378,2024-11-02,C7453,"Cheese, Milk, Pasta, Butter, Vegetables",156.01,Downtown,Mobile Payment,Clothing,False,Afternoon
1379,2024-11-09,C3709,"Milk, Eggs",32.7,Mall,Mobile Payment,Household,True,Night
1380,2024-03-12,C7460,"Cheese, Eggs, Milk",118.37,Downtown,Debit Card,Electronics,False,Afternoon
1381,2024-09-15,C2712,"Milk, Vegetables, Fruits, Bread, Chicken",108.96,Suburbs,Debit Card,Books,False,Afternoon
1382,2024-04-21,C3015,Vegetables,101.62,Rural,Cash,Clothing,False,Evening
1383,2024-10-28,C9526,"Milk, Eggs, Pasta, Vegetables, Cheese",119.68,Suburbs,Mobile Payment,Electronics,False,Afternoon
1384,2024-03-14,C3046,"Milk, Fruits, Cheese, Vegetables",98.19,Downtown,Cash,Groceries,True,Night
1385,2024-07-22,C3250,"Fruits, Bread, Vegetables, Eggs",139.46,Mall,Cash,Groceries,False,Morning
1386,2024-06-22,C3848,Eggs,94.56,Suburbs,Credit Card,Books,False,Evening
1387,2024-08-18,C5955,"Butter, Milk, Bread",170.87,Suburbs,Mobile Payment,Books,False,Afternoon
1388,2024-01-23,C5552,"Vegetables, Rice, Bread, Fruits",70.45,Mall,Cash,Electronics,True,Night
1389,2024-04-11,C3710,"Butter, Eggs, Pasta",34.66,Downtown,Cash,Electronics,False,Morning
1390,2024-11-28,C4994,"Butter, Milk, Fruits, Chicken, Vegetables",37.0,Mall,Credit Card,Groceries,False,Night
1391,2024-08-06,C2885,"Cheese, Butter, Pasta, Eggs, Milk",33.21,Rural,Cash,Household,False,Night
1392,2024-11-09,C6781,"Milk, Chicken, Bread",64.43,Mall,Credit Card,Groceries,False,Night
1393,2024-03-30,C8110,"Butter, Cheese, Eggs, Chicken, Bread",175.46,Downtown,Mobile Payment,Electronics,True,Afternoon
1394,2024-03-28,C1861,"Milk, Fruits, Butter, Chicken",65.96,Rural,Mobile Payment,Household,False,Afternoon
1395,2024-06-01,C7589,"Butter, Eggs",165.53,Mall,Cash,Books,False,Morning
1396,2024-08-12,C2800,"Fruits, Milk, Rice, Chicken, Pasta",58.13,Suburbs,Cash,Books,True,Night
1397,2024-05-23,C8588,Bread,94.37,Suburbs,Debit Card,Clothing,False,Morning
1398,2024-03-18,C4516,"Fruits, Rice, Pasta",158.91,Rural,Cash,Books,False,Afternoon
1399,2024-08-30,C9304,"Milk, Bread",178.9,Rural,Credit Card,Electronics,False,Afternoon
1400,2024-04-27,C8501,Cheese,147.18,Mall,Credit Card,Clothing,False,Evening
1401,2024-09-16,C4562,"Rice, Bread, Vegetables, Chicken, Milk",163.69,Downtown,Debit Card,Electronics,False,Afternoon
1402,2024-10-18,C9698,"Vegetables, Fruits, Chicken, Rice, Butter",88.86,Rural,Credit Card,Groceries,False,Morning
1403,2024-06-28,C4816,Rice,100.69,Rural,Debit Card,Books,False,Afternoon
1404,2024-09-13,C8466,"Rice, Fruits, Eggs, Vegetables, Cheese",28.39,Downtown,Credit Card,Clothing,False,Evening
1405,2024-11-15,C2322,"Fruits, Cheese, Chicken, Butter",40.36,Downtown,Cash,Electronics,False,Evening
1406,2024-06-18,C5529,"Bread, Butter, Milk",136.02,Mall,Credit Card,Books,False,Night
1407,2024-06-13,C3229,"Cheese, Pasta, Milk, Chicken, Vegetables",159.58,Mall,Mobile Payment,Electronics,False,Night
1408,2024-11-23,C2854,"Fruits, Chicken, Rice, Pasta, Vegetables",21.04,Downtown,Cash,Groceries,False,Afternoon
1409,2024-03-18,C9606,Milk,54.69,Mall,Debit Card,Books,False,Night
1410,2024-10-29,C7497,"Fruits, Cheese, Milk",182.98,Downtown,Debit Card,Books,True,Afternoon
1411,2024-11-03,C6918,Pasta,111.03,Mall,Debit Card,Clothing,True,Evening
1412,2024-06-19,C6475,"Milk, Vegetables",73.94,Downtown,Mobile Payment,Clothing,True,Evening
1413,2024-08-08,C9865,Milk,157.36,Suburbs,Debit Card,Household,False,Evening
1414,2024-02-25,C2240,"Chicken, Vegetables, Rice, Fruits",91.67,Suburbs,Debit Card,Groceries,True,Morning
1415,2024-08-02,C3933,"Cheese, Rice, Bread",14.9,Downtown,Cash,Household,True,Night
1416,2024-08-24,C3907,Bread,131.75,Rural,Cash,Household,True,Night
1417,2024-10-28,C2114,"Bread, Rice",146.42,Downtown,Mobile Payment,Household,False,Evening
1418,2024-02-03,C9945,"Rice, Butter, Milk, Fruits, Chicken",10.14,Downtown,Credit Card,Books,False,Morning
1419,2024-05-13,C3671,"Chicken, Butter, Rice, Milk, Cheese",114.11,Suburbs,Debit Card,Groceries,False,Night
1420,2024-05-28,C8146,"Rice, Butter, Vegetables, Pasta, Fruits",16.48,Suburbs,Cash,Electronics,True,Night
1421,2024-12-03,C9020,"Milk, Butter, Bread",169.64,Downtown,Credit Card,Groceries,True,Evening
1422,2024-10-08,C8750,"Rice, Pasta",59.15,Mall,Credit Card,Books,False,Morning
1423,2024-02-29,C8523,"Bread, Rice, Vegetables, Milk, Eggs",38.22,Mall,Credit Card,Household,True,Morning
1424,2024-05-28,C3579,"Butter, Fruits",49.2,Downtown,Mobile Payment,Electronics,False,Morning
1425,2024-11-15,C3066,"Vegetables, Pasta, Cheese",104.23,Downtown,Credit Card,Household,False,Night
1426,2024-06-05,C6217,"Eggs, Fruits",22.1,Downtown,Mobile Payment,Household,True,Afternoon
1427,2024-01-24,C2178,"Butter, Bread, Pasta",129.22,Rural,Mobile Payment,Household,False,Morning
1428,2024-02-24,C5630,"Vegetables, Fruits",191.57,Downtown,Mobile Payment,Household,True,Morning
1429,2024-08-23,C1648,"Chicken, Bread",192.87,Suburbs,Credit Card,Electronics,True,Evening
1430,2024-04-18,C2445,"Rice, Eggs, Butter, Fruits, Milk",55.31,Downtown,Cash,Clothing,False,Afternoon
1431,2024-02-07,C4042,"Vegetables, Bread, Butter, Cheese",57.33,Suburbs,Cash,Books,True,Afternoon
1432,2024-10-22,C7943,"Vegetables, Chicken, Butter, Cheese, Pasta",105.26,Mall,Cash,Groceries,False,Evening
1433,2024-01-15,C3237,"Vegetables, Eggs",129.5,Rural,Cash,Electronics,True,Evening
1434,2024-11-14,C7230,Butter,77.08,Downtown,Debit Card,Groceries,True,Evening
1435,2024-04-08,C4428,"Fruits, Chicken, Vegetables, Rice",167.3,Suburbs,Debit Card,Electronics,False,Afternoon
1436,2024-11-14,C8218,"Rice, Bread, Eggs",66.14,Mall,Debit Card,Electronics,True,Afternoon
1437,2024-03-23,C5209,"Cheese, Chicken",153.9,Mall,Mobile Payment,Clothing,False,Evening
1438,2024-05-15,C3644,Bread,40.67,Rural,Credit Card,Clothing,True,Afternoon
1439,2024-10-27,C3772,"Cheese, Chicken, Milk",184.99,Suburbs,Mobile Payment,Books,False,Evening
1440,2024-02-04,C8443,"Chicken, Vegetables",93.53,Rural,Credit Card,Books,False,Afternoon
1441,2024-02-21,C7362,Pasta,31.11,Mall,Debit Card,Electronics,False,Afternoon
1442,2024-06-13,C8443,"Milk, Vegetables, Fruits, Chicken",146.54,Mall,Mobile Payment,Books,True,Evening
1443,2024-07-13,C5411,"Bread, Butter, Pasta, Eggs",149.8,Downtown,Credit Card,Books,True,Night
1444,2024-10-24,C8949,Eggs,35.45,Suburbs,Debit Card,Electronics,False,Morning
1445,2024-09-24,C9685,"Vegetables, Pasta, Chicken, Rice, Fruits",160.59,Mall,Cash,Groceries,True,Evening
1446,2024-04-24,C7276,Fruits,154.87,Downtown,Credit Card,Groceries,True,Morning
1447,2024-10-11,C5409,"Bread, Chicken",179.92,Rural,Credit Card,Electronics,False,Morning
1448,2024-09-29,C7834,"Vegetables, Cheese, Butter, Rice",79.76,Mall,Cash,Household,True,Evening
1449,2024-03-21,C7895,"Rice, Cheese, Bread, Vegetables",51.6,Mall,Credit Card,Groceries,True,Afternoon
1450,2024-01-30,C9243,"Rice, Butter, Pasta",46.56,Suburbs,Cash,Books,True,Night
1451,2024-05-30,C1102,Pasta,161.68,Downtown,Credit Card,Household,False,Evening
1452,2024-06-27,C2470,Fruits,33.08,Mall,Credit Card,Books,True,Afternoon
1453,2024-03-01,C7826,"Pasta, Vegetables, Eggs, Cheese",120.59,Rural,Debit Card,Groceries,True,Afternoon
1454,2024-12-01,C6071,"Milk, Vegetables, Butter",55.94,Suburbs,Mobile Payment,Groceries,False,Afternoon
1455,2024-02-01,C3496,"Eggs, Vegetables, Bread",24.89,Suburbs,Credit Card,Electronics,False,Morning
1456,2024-02-27,C3070,"Butter, Fruits",30.18,Suburbs,Mobile Payment,Clothing,False,Afternoon
1457,2024-04-23,C5239,"Rice, Cheese, Pasta, Fruits, Eggs",42.4,Downtown,Debit Card,Clothing,False,Afternoon
1458,2024-10-04,C1146,Chicken,53.2,Suburbs,Cash,Books,True,Night
1459,2024-09-30,C1636,"Eggs, Pasta",128.0,Mall,Credit Card,Household,False,Afternoon
1460,2024-05-12,C7346,Vegetables,165.87,Suburbs,Mobile Payment,Household,True,Afternoon
1461,2024-10-11,C1747,"Rice, Eggs, Fruits, Butter",40.27,Mall,Credit Card,Groceries,True,Afternoon
1462,2024-09-12,C6617,Cheese,193.93,Rural,Mobile Payment,Clothing,True,Night
1463,2024-02-17,C3841,"Chicken, Butter",108.51,Suburbs,Mobile Payment,Clothing,False,Evening
1464,2024-01-26,C4858,"Vegetables, Eggs, Fruits",51.87,Downtown,Mobile Payment,Electronics,True,Night
1465,2024-07-21,C4991,"Fruits, Eggs",104.2,Mall,Cash,Groceries,False,Evening
1466,2024-05-14,C3294,"Chicken, Rice, Pasta, Milk, Fruits",38.63,Rural,Mobile Payment,Groceries,True,Evening
1467,2024-06-19,C8621,"Butter, Eggs, Rice, Pasta",190.42,Downtown,Cash,Electronics,True,Afternoon
1468,2024-10-05,C1563,"Eggs, Pasta, Vegetables",31.45,Suburbs,Credit Card,Clothing,False,Night
1469,2024-07-29,C1879,"Butter, Cheese, Pasta, Rice, Eggs",65.38,Downtown,Debit Card,Household,False,Afternoon
1470,2024-05-30,C6253,"Chicken, Pasta, Bread",145.74,Suburbs,Mobile Payment,Household,True,Evening
1471,2024-01-14,C5061,"Chicken, Butter, Vegetables",125.73,Mall,Cash,Clothing,False,Evening
1472,2024-05-27,C5218,"Fruits, Vegetables",196.15,Rural,Debit Card,Household,True,Evening
1473,2024-02-25,C7719,"Fruits, Vegetables, Bread, Rice, Pasta",91.1,Downtown,Debit Card,Household,False,Afternoon
1474,2024-05-22,C7081,Milk,181.24,Rural,Mobile Payment,Electronics,False,Evening
1475,2024-11-10,C8401,"Cheese, Butter, Vegetables, Eggs",106.54,Suburbs,Cash,Clothing,True,Night
1476,2024-07-01,C7632,"Bread, Rice",79.71,Mall,Mobile Payment,Electronics,True,Morning
1477,2024-02-04,C8902,Chicken,76.96,Mall,Debit Card,Electronics,True,Afternoon
1478,2024-02-21,C8105,"Chicken, Eggs, Fruits, Milk",75.95,Mall,Mobile Payment,Books,True,Evening
1479,2024-07-06,C1050,Rice,89.37,Rural,Cash,Groceries,False,Morning
1480,2024-02-10,C2106,"Bread, Pasta, Cheese, Eggs, Rice",37.86,Mall,Debit Card,Electronics,True,Night
1481,2024-09-14,C3154,"Rice, Pasta, Milk, Chicken, Bread",97.38,Mall,Cash,Household,False,Evening
1482,2024-06-01,C1569,"Rice, Eggs, Vegetables",131.1,Rural,Cash,Household,True,Morning
1483,2024-11-24,C3901,"Vegetables, Milk",161.27,Suburbs,Credit Card,Groceries,False,Evening
1484,2024-09-06,C1216,"Fruits, Rice",198.41,Mall,Debit Card,Groceries,True,Afternoon
1485,2024-07-26,C5297,"Vegetables, Rice",11.52,Downtown,Cash,Clothing,True,Morning
1486,2024-08-21,C6576,"Butter, Cheese",167.56,Mall,Cash,Books,True,Night
1487,2024-05-13,C8610,"Pasta, Rice",33.72,Suburbs,Mobile Payment,Clothing,True,Evening
1488,2024-07-17,C6182,"Pasta, Rice, Eggs, Milk, Bread",92.97,Downtown,Mobile Payment,Clothing,True,Morning
1489,2024-05-18,C9238,"Rice, Bread, Milk, Fruits, Eggs",198.07,Suburbs,Cash,Clothing,False,Afternoon
1490,2024-05-23,C1664,"Vegetables, Bread, Chicken, Pasta",199.13,Rural,Mobile Payment,Household,True,Morning
1491,2024-11-20,C9128,"Butter, Cheese, Eggs, Fruits, Rice",94.01,Rural,Debit Card,Clothing,True,Night
1492,2024-03-22,C2775,"Eggs, Chicken, Bread, Butter",79.37,Downtown,Mobile Payment,Electronics,True,Night
1493,2024-01-12,C1092,"Milk, Cheese, Butter, Eggs, Vegetables",34.19,Mall,Mobile Payment,Household,False,Night
1494,2024-08-27,C4194,"Pasta, Vegetables",78.24,Mall,Cash,Books,False,Afternoon
1495,2024-09-20,C6321,"Milk, Eggs, Cheese",28.12,Suburbs,Debit Card,Electronics,False,Morning
1496,2024-11-30,C9583,"Butter, Bread, Rice, Cheese, Eggs",126.35,Mall,Mobile Payment,Books,False,Evening
1497,2024-05-27,C7673,"Bread, Rice, Cheese, Milk, Pasta",142.83,Rural,Cash,Clothing,False,Morning
1498,2024-06-03,C7626,"Butter, Chicken, Rice, Fruits",34.17,Downtown,Cash,Electronics,True,Night
1499,2024-03-29,C3976,"Bread, Milk, Chicken, Rice",82.73,Suburbs,Credit Card,Electronics,True,Morning
1500,2024-01-18,C4293,"Eggs, Pasta, Chicken",80.72,Suburbs,Debit Card,Clothing,False,Night
1501,2024-11-14,C6551,"Rice, Pasta",160.7,Downtown,Credit Card,Books,False,Night
1502,2024-06-09,C1156,"Cheese, Chicken, Vegetables",119.05,Suburbs,Debit Card,Clothing,True,Morning
1503,2024-02-22,C4711,"Cheese, Fruits, Bread, Vegetables",127.18,Suburbs,Cash,Books,False,Morning
1504,2024-07-20,C1981,Pasta,187.59,Suburbs,Credit Card,Electronics,True,Evening
1505,2024-09-22,C9027,Pasta,143.6,Suburbs,Cash,Clothing,True,Morning
1506,2024-09-07,C9023,"Chicken, Milk, Vegetables",167.31,Rural,Mobile Payment,Electronics,False,Morning
1507,2024-09-04,C2140,"Vegetables, Pasta",191.09,Downtown,Mobile Payment,Groceries,False,Afternoon
1508,2024-01-14,C7150,"Fruits, Chicken",22.52,Rural,Debit Card,Books,True,Night
1509,2024-06-24,C1934,"Bread, Milk, Vegetables, Chicken",15.83,Downtown,Mobile Payment,Clothing,True,Evening
1510,2024-08-11,C9225,"Cheese, Chicken, Vegetables, Eggs",161.6,Mall,Cash,Books,False,Afternoon
1511,2024-10-01,C9704,"Fruits, Bread, Eggs",108.72,Downtown,Debit Card,Clothing,True,Night
1512,2024-05-12,C5661,"Butter, Cheese, Milk",105.23,Downtown,Debit Card,Groceries,True,Afternoon
1513,2024-10-23,C2469,"Chicken, Eggs, Cheese",184.09,Mall,Mobile Payment,Clothing,False,Morning
1514,2024-05-08,C6688,"Bread, Butter, Cheese, Vegetables, Pasta",194.92,Rural,Credit Card,Clothing,False,Afternoon
1515,2024-09-27,C1786,Fruits,182.54,Downtown,Credit Card,Books,False,Afternoon
1516,2024-10-15,C9186,"Pasta, Fruits, Cheese",172.66,Mall,Credit Card,Books,True,Afternoon
1517,2024-04-26,C1012,"Vegetables, Milk",124.21,Downtown,Credit Card,Electronics,False,Evening
1518,2024-10-09,C7654,"Butter, Fruits, Eggs, Bread",48.81,Suburbs,Mobile Payment,Books,False,Morning
1519,2024-10-25,C8357,"Pasta, Vegetables, Butter, Bread, Rice",92.55,Rural,Credit Card,Clothing,True,Afternoon
1520,2024-09-25,C4393,"Rice, Eggs",57.28,Suburbs,Mobile Payment,Clothing,False,Morning
1521,2024-07-27,C2500,"Cheese, Fruits, Eggs",46.02,Downtown,Cash,Books,False,Night
1522,2024-03-23,C1663,"Cheese, Rice, Eggs, Vegetables, Fruits",179.3,Downtown,Mobile Payment,Books,True,Evening
1523,2024-05-27,C3688,Cheese,165.32,Downtown,Mobile Payment,Books,False,Morning
1524,2024-10-03,C4338,"Chicken, Butter, Bread, Milk",169.55,Mall,Mobile Payment,Electronics,True,Afternoon
1525,2024-09-13,C8765,Fruits,73.41,Rural,Cash,Household,True,Evening
1526,2024-01-13,C6797,"Pasta, Vegetables, Milk",167.25,Rural,Credit Card,Household,False,Morning
1527,2024-10-12,C1031,Cheese,78.75,Suburbs,Cash,Electronics,False,Afternoon
1528,2024-07-20,C3381,"Pasta, Milk, Rice, Chicken, Bread",31.82,Downtown,Debit Card,Electronics,False,Night
1529,2024-03-23,C8621,"Butter, Milk, Fruits, Vegetables",170.45,Mall,Debit Card,Electronics,True,Afternoon
1530,2024-07-15,C3461,"Butter, Eggs, Chicken",158.83,Downtown,Credit Card,Books,False,Morning
1531,2024-07-06,C8957,"Milk, Vegetables",12.08,Downtown,Cash,Clothing,False,Afternoon
1532,2024-01-05,C2151,Butter,41.38,Suburbs,Credit Card,Books,True,Night
1533,2024-03-01,C9626,"Rice, Bread, Vegetables",156.23,Rural,Cash,Household,False,Morning
1534,2024-10-14,C9023,"Chicken, Eggs, Rice, Bread",131.67,Mall,Credit Card,Household,False,Evening
1535,2024-07-08,C4203,"Fruits, Cheese, Eggs, Chicken",138.03,Downtown,Debit Card,Groceries,True,Afternoon
1536,2024-07-28,C1706,"Chicken, Rice",196.68,Downtown,Debit Card,Clothing,True,Afternoon
1537,2024-06-05,C4872,Vegetables,114.79,Mall,Cash,Household,True,Afternoon
1538,2024-08-16,C8678,"Milk, Eggs, Bread, Fruits, Chicken",189.0,Suburbs,Credit Card,Household,True,Evening
1539,2024-06-16,C8836,"Vegetables, Milk, Bread",147.92,Downtown,Credit Card,Books,False,Night
1540,2024-03-03,C2885,"Fruits, Rice, Chicken",57.13,Mall,Debit Card,Clothing,False,Evening
1541,2024-11-27,C8001,"Fruits, Rice",110.41,Downtown,Mobile Payment,Clothing,True,Night
1542,2024-02-28,C7363,"Fruits, Eggs",182.09,Downtown,Credit Card,Groceries,True,Afternoon
1543,2024-09-16,C8465,"Fruits, Chicken, Bread, Eggs",62.39,Downtown,Debit Card,Household,False,Evening
1544,2024-11-10,C4481,"Pasta, Vegetables",170.55,Mall,Debit Card,Books,False,Evening
1545,2024-03-03,C3872,"Pasta, Milk, Bread, Rice, Fruits",25.11,Downtown,Cash,Books,False,Night
1546,2024-01-05,C5010,"Vegetables, Rice, Fruits, Milk, Butter",126.65,Rural,Debit Card,Household,False,Morning
1547,2024-01-15,C3432,"Chicken, Milk, Bread, Cheese, Rice",149.13,Mall,Cash,Electronics,False,Afternoon
1548,2024-08-17,C2586,Rice,42.66,Mall,Debit Card,Books,False,Afternoon
1549,2024-03-22,C5516,"Rice, Eggs, Vegetables, Butter, Milk",103.85,Mall,Cash,Clothing,True,Evening
1550,2024-03-01,C2250,"Cheese, Milk",126.29,Mall,Cash,Household,True,Morning
1551,2024-11-04,C3914,"Chicken, Pasta, Rice",187.81,Mall,Debit Card,Electronics,True,Night
1552,2024-10-25,C3141,"Milk, Butter",139.42,Rural,Debit Card,Electronics,True,Afternoon
1553,2024-01-28,C3414,"Bread, Eggs",178.91,Rural,Credit Card,Clothing,True,Evening
1554,2024-05-17,C3226,"Vegetables, Rice, Milk, Butter",136.56,Rural,Debit Card,Electronics,True,Night
1555,2024-02-24,C7238,"Pasta, Chicken, Butter",169.59,Suburbs,Mobile Payment,Household,True,Morning
1556,2024-06-07,C7403,"Fruits, Chicken",57.33,Suburbs,Cash,Books,False,Afternoon
1557,2024-08-29,C4200,Fruits,32.49,Rural,Debit Card,Electronics,False,Morning
1558,2024-02-27,C1821,"Milk, Bread, Cheese",143.81,Suburbs,Cash,Household,True,Night
1559,2024-04-19,C2384,"Cheese, Eggs, Pasta, Butter",10.03,Mall,Cash,Clothing,False,Evening
1560,2024-10-24,C6260,"Chicken, Cheese, Butter, Eggs",46.53,Downtown,Debit Card,Groceries,False,Afternoon
1561,2024-01-22,C3614,Milk,101.92,Downtown,Credit Card,Groceries,True,Evening
1562,2024-10-13,C8822,"Eggs, Fruits, Rice, Chicken, Bread",121.79,Suburbs,Cash,Books,True,Afternoon
1563,2024-05-12,C8565,"Rice, Pasta",67.48,Mall,Mobile Payment,Electronics,False,Evening
1564,2024-06-28,C8380,"Cheese, Rice",137.13,Suburbs,Debit Card,Household,True,Morning
1565,2024-01-07,C8256,Eggs,27.34,Suburbs,Credit Card,Electronics,True,Evening
1566,2024-04-10,C8818,"Butter, Vegetables",188.7,Mall,Cash,Clothing,False,Night
1567,2024-10-30,C6432,"Fruits, Vegetables, Milk, Bread, Butter",128.83,Rural,Credit Card,Household,True,Night
1568,2024-05-26,C1591,Bread,48.95,Suburbs,Debit Card,Clothing,True,Morning
1569,2024-05-15,C3205,Butter,109.35,Rural,Credit Card,Electronics,True,Night
1570,2024-11-29,C2234,"Bread, Pasta, Chicken, Butter, Eggs",155.9,Downtown,Mobile Payment,Books,True,Afternoon
1571,2024-01-03,C8153,Milk,75.13,Rural,Mobile Payment,Clothing,False,Evening
1572,2024-09-03,C5347,"Cheese, Milk",146.17,Downtown,Credit Card,Household,True,Evening
1573,2024-04-15,C7922,Vegetables,8.77,Suburbs,Mobile Payment,Electronics,False,Afternoon
1574,2024-09-15,C6228,"Cheese, Bread, Vegetables, Chicken",140.53,Mall,Credit Card,Clothing,False,Afternoon
1575,2024-03-16,C9722,"Butter, Fruits, Rice, Cheese, Pasta",10.09,Downtown,Cash,Books,True,Afternoon
1576,2024-08-01,C7083,"Eggs, Chicken, Fruits",23.15,Rural,Mobile Payment,Household,False,Evening
1577,2024-10-16,C5767,Fruits,84.38,Rural,Credit Card,Electronics,True,Night
1578,2024-04-12,C9167,"Butter, Eggs, Bread",75.27,Downtown,Debit Card,Books,False,Evening
1579,2024-02-08,C4766,Cheese,139.28,Rural,Cash,Electronics,False,Evening
1580,2024-11-27,C4508,"Vegetables, Milk",136.41,Suburbs,Mobile Payment,Groceries,True,Afternoon
1581,2024-07-31,C6869,"Rice, Butter, Chicken, Bread, Pasta",134.13,Mall,Credit Card,Electronics,False,Afternoon
1582,2024-11-09,C1460,"Eggs, Fruits",28.39,Suburbs,Mobile Payment,Electronics,False,Evening
1583,2024-11-15,C6640,"Bread, Pasta, Milk, Eggs",24.66,Downtown,Credit Card,Groceries,False,Afternoon
1584,2024-10-31,C5873,"Milk, Eggs, Rice, Bread",40.27,Downtown,Debit Card,Household,False,Afternoon
1585,2024-06-11,C1249,"Rice, Milk, Bread, Eggs",107.89,Rural,Cash,Electronics,False,Night
1586,2024-10-05,C4952,"Pasta, Butter, Bread, Fruits",10.73,Suburbs,Mobile Payment,Books,True,Night
1587,2024-07-12,C2826,Eggs,81.3,Suburbs,Cash,Clothing,True,Morning
1588,2024-02-02,C7607,"Pasta, Eggs, Milk",150.97,Suburbs,Debit Card,Books,True,Evening
1589,2024-11-19,C5087,"Bread, Fruits, Vegetables, Pasta, Rice",135.33,Suburbs,Cash,Clothing,False,Morning
1590,2024-10-22,C9660,"Bread, Chicken, Pasta, Butter, Rice",183.42,Suburbs,Cash,Clothing,True,Afternoon
1591,2024-05-29,C4276,"Milk, Cheese, Pasta, Rice",54.41,Mall,Credit Card,Clothing,False,Night
1592,2024-04-29,C8403,"Chicken, Fruits, Bread, Rice",142.16,Downtown,Cash,Books,False,Evening
1593,2024-01-01,C4309,"Rice, Chicken, Milk, Bread, Cheese",78.33,Suburbs,Debit Card,Household,True,Night
1594,2024-03-07,C8728,"Rice, Eggs, Cheese, Pasta",99.4,Rural,Mobile Payment,Groceries,True,Afternoon
1595,2024-09-09,C2342,"Rice, Cheese, Butter",152.2,Downtown,Credit Card,Clothing,False,Night
1596,2024-02-11,C3641,"Chicken, Cheese, Milk",54.99,Downtown,Debit Card,Groceries,True,Afternoon
1597,2024-08-16,C2512,"Cheese, Pasta, Milk, Fruits, Vegetables",52.69,Mall,Debit Card,Books,False,Afternoon
1598,2024-08-19,C7964,"Milk, Eggs, Bread",49.49,Suburbs,Cash,Electronics,False,Evening
1599,2024-03-06,C7982,"Vegetables, Rice, Eggs, Butter",135.88,Mall,Debit Card,Clothing,False,Evening
1600,2024-03-14,C8813,Eggs,192.32,Downtown,Cash,Electronics,False,Morning
1601,2024-06-05,C3870,Butter,38.12,Suburbs,Credit Card,Electronics,True,Night
1602,2024-02-18,C6057,"Fruits, Rice, Cheese",33.1,Downtown,Mobile Payment,Groceries,True,Night
1603,2024-04-24,C6957,"Eggs, Cheese, Milk, Rice",130.41,Downtown,Debit Card,Electronics,False,Afternoon
1604,2024-07-08,C1087,"Cheese, Vegetables, Bread",153.98,Downtown,Cash,Household,False,Night
1605,2024-01-18,C1131,"Butter, Vegetables, Chicken",15.43,Downtown,Mobile Payment,Groceries,False,Night
1606,2024-08-31,C6357,Butter,24.51,Rural,Debit Card,Electronics,False,Night
1607,2024-11-26,C7827,"Rice, Cheese",131.5,Rural,Mobile Payment,Household,False,Morning
1608,2024-08-15,C9926,Bread,133.26,Downtown,Credit Card,Groceries,True,Afternoon
1609,2024-10-20,C2332,"Fruits, Bread, Milk, Pasta, Rice",129.91,Rural,Mobile Payment,Household,True,Evening
1610,2024-05-21,C3134,"Vegetables, Pasta, Butter, Fruits, Rice",23.12,Mall,Cash,Household,True,Morning
1611,2024-09-10,C9690,"Milk, Chicken, Rice, Vegetables",126.68,Rural,Cash,Groceries,True,Evening
1612,2024-07-26,C6130,"Rice, Eggs, Cheese, Vegetables, Pasta",18.74,Rural,Credit Card,Electronics,False,Afternoon
1613,2024-06-07,C7940,"Chicken, Vegetables",196.08,Downtown,Mobile Payment,Clothing,False,Afternoon
1614,2024-05-03,C8401,"Rice, Fruits, Chicken, Bread, Milk",105.33,Downtown,Cash,Electronics,True,Morning
1615,2024-04-21,C4343,"Fruits, Pasta",97.97,Mall,Mobile Payment,Clothing,True,Night
1616,2024-10-06,C5241,Vegetables,24.68,Mall,Credit Card,Books,True,Evening
1617,2024-09-02,C6774,Vegetables,20.84,Mall,Mobile Payment,Groceries,False,Evening
1618,2024-03-24,C9510,"Vegetables, Cheese",181.01,Mall,Cash,Electronics,False,Morning
